# Tours | Personnes saines | Personnes malades | Personnes décédées | Cadavres brûlés
1	37	0	0	0
2	37	0	0	0
3	37	0	0	0
4	36	1	0	0
5	36	1	0	0
6	36	1	0	0
7	36	1	0	0
8	36	1	0	0
9	36	1	0	0
10	36	1	0	0
11	36	1	0	0
12	36	1	0	0
13	36	1	0	0
14	36	1	0	0
15	36	1	0	0
16	35	2	0	0
17	35	2	0	0
18	35	2	0	0
19	35	2	0	0
20	35	2	0	0
21	35	2	0	0
22	35	2	0	0
23	35	2	0	0
24	35	2	0	0
25	35	2	0	0
26	35	2	0	0
27	35	2	0	0
28	35	2	0	0
29	35	2	0	0
30	35	2	0	0
31	35	2	0	0
32	35	2	0	0
33	34	3	0	0
34	34	3	0	0
35	34	3	0	0
36	35	2	0	0
37	35	2	0	0
38	35	2	0	0
39	35	2	0	0
40	35	2	0	0
41	35	2	0	0
42	35	2	0	0
43	36	1	0	0
44	35	2	0	0
45	36	0	1	0
46	35	1	1	0
47	35	1	1	0
48	35	1	1	0
49	35	1	1	0
50	35	1	1	0
51	35	1	0	1
52	35	1	0	1
53	35	1	0	1
54	36	0	0	1
55	36	0	0	1
56	36	0	0	1
57	36	0	0	1
58	36	0	0	1
59	34	2	0	1
60	35	1	0	1
61	35	1	0	1
62	34	2	0	1
63	34	2	0	1
64	34	2	0	1
65	34	2	0	1
66	34	2	0	1
67	34	2	0	1
68	34	2	0	1
69	34	2	0	1
70	34	2	0	1
71	34	2	0	1
72	34	2	0	1
73	34	2	0	1
74	33	3	0	1
75	33	3	0	1
76	33	3	0	1
77	33	3	0	1
78	32	4	0	1
79	31	5	0	1
80	32	4	0	1
81	33	3	0	1
82	33	3	0	1
83	32	4	0	1
84	32	4	0	1
85	33	3	0	1
86	33	3	0	1
87	33	3	0	1
88	33	3	0	1
89	32	4	0	1
90	32	4	0	1
91	32	4	0	1
92	32	4	0	1
93	33	3	0	1
94	33	3	0	1
95	33	3	0	1
96	33	3	0	1
97	33	3	0	1
98	32	4	0	1
99	32	4	0	1
100	32	4	0	1
